lang,co,link,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,sum,tot
pl,Denmark,https://pl.wikipedia.org/wiki/Dania, 0,  0,  3, 35,  6, 0, 115, 42,  7, 2, 0, 210, 65142
pt,Denmark,https://pt.wikipedia.org/wiki/Dinamarca, 0,  0, 11, 34, 39, 0,  38, 56, 34, 1, 0, 213, 63383
pa,Denmark,https://pa.wikipedia.org/wiki/%E0%A8%A1%E0%A9%88%E0%A9%B1%E0%A8%A8%E0%A8%AE%E0%A8%BE%E0%A8%B0%E0%A8%95, 0,  0,  1, 17,  8, 0,   7, 13,  1, 0, 0,  47,  9713
ro,Denmark,https://ro.wikipedia.org/wiki/Danemarca, 0,  0,  7, 43, 15, 0,  59, 84, 44, 1, 0, 253,120134
ru,Denmark,https://ru.wikipedia.org/wiki/%D0%94%D0%B0%D0%BD%D0%B8%D1%8F, 0, 73, 42,316, 45,11, 663,176, 21, 1, 1,1349, 72817
sm,Denmark,https://sm.wikipedia.org/wiki/Tenimaka, 0,  0,  1, 14,  2, 0,   5, 15,  2, 1, 0,  40,  6662
gd,Denmark,https://gd.wikipedia.org/wiki/An_Danmhairg, 0,  0,  0,  6,  2, 0,  19,  5,  0, 0, 0,  32,  9963
sr,Denmark,https://sr.wikipedia.org/wiki/%D0%94%D0%B0%D0%BD%D1%81%D0%BA%D0%B0, 0,  0,  1,  5,  7, 0,  15, 15,  5, 0, 0,  48, 22476
st,Denmark,https://st.wikipedia.org/wiki/Denmark, 0,  0,  0,  0,  0, 0,   2,  2,  0, 0, 0,   4,  4712
sn,Denmark,https://sn.wikipedia.org/wiki/Dhanemaki, 0,  0,  0,  0,  0, 0,   4,  0,  0, 0, 0,   4,  5965
sd,Denmark,https://sd.wikipedia.org/wiki/%DA%8A%D9%8A%D9%86%D9%85%D8%A7%D8%B1%DA%AA, 0,  1,  3, 19,  9, 0,  17, 22,  4, 2, 0,  77, 15620
si,Denmark,https://si.wikipedia.org/wiki/%E0%B6%A9%E0%B7%99%E0%B6%B1%E0%B7%8A%E0%B6%B8%E0%B7%8F%E0%B6%BB%E0%B7%8A%E0%B6%9A%E0%B6%BA, 0,  0,  0,  1,  1, 0,   1,  1,  0, 0, 0,   4,  8302
sk,Denmark,https://sk.wikipedia.org/wiki/D%C3%A1nsko, 0,  0,  0,  3,  2, 0,   5,  3,  0, 0, 0,  13, 23221
sl,Denmark,https://sl.wikipedia.org/wiki/Danska, 0,  0,  0, 22,  7, 0,  16, 39, 18, 0, 0, 102, 34280
so,Denmark,https://so.wikipedia.org/wiki/Denimarki, 0,  0,  1,  6,  8, 0,  10,  9,  2, 0, 0,  36, 12086
es,Denmark,https://es.wikipedia.org/wiki/Dinamarca, 0,  0, 16, 73, 61, 0,  52,146, 42, 4, 0, 394, 85975
su,Denmark,https://su.wikipedia.org/wiki/D%C3%A9nmark, 0,  0,  6, 25, 25, 1,  36, 10,  5, 1, 0, 109, 27583
sw,Denmark,https://sw.wikipedia.org/wiki/Denmark, 0,  0,  3,  2, 15, 0,  25, 13,  8, 0, 0,  66, 14416
sv,Denmark,https://sv.wikipedia.org/wiki/Danmark, 0,  0,  3, 10, 21, 1,  17, 43, 20, 0, 0, 115, 54661
tg,Denmark,https://tg.wikipedia.org/wiki/%D0%94%D0%B0%D0%BD%D0%B8%D1%8F, 0,  0,  0,  1,  2, 0,   3,  2,  3, 0, 0,  11,  8770
ta,Denmark,https://ta.wikipedia.org/wiki/%E0%AE%9F%E0%AF%86%E0%AE%A9%E0%AF%8D%E0%AE%AE%E0%AE%BE%E0%AE%B0%E0%AF%8D%E0%AE%95%E0%AF%8D, 0,  0,  0,  0,  1, 0,   8,  9,  0, 0, 0,  18, 13488
te,Denmark,https://te.wikipedia.org/wiki/%E0%B0%A1%E0%B1%86%E0%B0%A8%E0%B1%8D%E0%B0%AE%E0%B0%BE%E0%B0%B0%E0%B1%8D%E0%B0%95%E0%B1%8D, 0,  0,  2, 56, 16, 0,  25, 35,  2, 0, 0, 136, 85551
th,Denmark,https://th.wikipedia.org/wiki/%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B9%80%E0%B8%94%E0%B8%99%E0%B8%A1%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%81, 1,  0, 49,339,243, 0, 358,323, 65,29, 3,1410, 56104
tr,Denmark,https://tr.wikipedia.org/wiki/Danimarka, 0,  0,  2, 14, 13, 1,  34, 49, 21, 1, 0, 135, 41885
uk,Denmark,https://uk.wikipedia.org/wiki/%D0%94%D0%B0%D0%BD%D1%96%D1%8F, 0,  0,  4, 18, 12, 1,  51, 42, 27, 0, 0, 155, 78219
ur,Denmark,https://ur.wikipedia.org/wiki/%DA%88%D9%86%D9%85%D8%A7%D8%B1%DA%A9, 0,  1,  1,  5,  8, 0,  10, 14,  0, 5, 0,  44, 10755
uz,Denmark,https://uz.wikipedia.org/wiki/Daniya, 0,  0,  4, 33, 27, 0,  36, 65, 11, 3, 0, 179, 30149
vi,Denmark,https://vi.wikipedia.org/wiki/%C4%90an_M%E1%BA%A1ch, 0,  0, 12, 91, 40, 0,  53,115, 44, 0, 0, 355, 60678
cy,Denmark,https://cy.wikipedia.org/wiki/Denmarc, 0,  0,  0,  2,  2, 0,   4,  4,  3, 0, 0,  15,  8573
yi,Denmark,https://yi.wikipedia.org/wiki/%D7%93%D7%A2%D7%A0%D7%9E%D7%90%D7%A8%D7%A7, 0,  0,  0,  1,  2, 0,   1, 10,  1, 0, 0,  15,  9922
yo,Denmark,https://yo.wikipedia.org/wiki/D%E1%BA%B9%CC%81nm%C3%A1rk%C3%AC, 0,  0,  3, 16,  8, 0,   2, 19,  4, 0, 0,  52,  8427
zu,Denmark,https://zu.wikipedia.org/wiki/IDenimaki, 0,  0,  1,  0,  0, 0,   1,  3,  0, 0, 0,   5,  5723
af,Djibouti,https://af.wikipedia.org/wiki/Djiboeti, 0,  0,  2, 11,  6, 0,  15,  7,  5, 0, 0,  46, 15118
sq,Djibouti,https://sq.wikipedia.org/wiki/Xhibuti, 0,  0,  0,  8,  1, 0,   4,  5,  2, 0, 0,  20, 11414
am,Djibouti,https://am.wikipedia.org/wiki/%E1%8C%85%E1%89%A1%E1%89%B2, 0,  0,  0,  0,  0, 0,   1,  9,  0, 0, 0,  10,  5556
ar,Djibouti,https://ar.wikipedia.org/wiki/%D8%AC%D9%8A%D8%A8%D9%88%D8%AA%D9%8A, 0,  0,  7, 19, 23, 0,  18, 70,  6, 3, 0, 146, 50062
hy,Djibouti,https://hy.wikipedia.org/wiki/%D5%8B%D5%AB%D5%A2%D5%B8%D6%82%D5%A9%D5%AB, 0,  0,  0,  1,  0, 0,   2,  4,  2, 0, 0,   9,  9060
az,Djibouti,https://az.wikipedia.org/wiki/Cibuti, 0,  0,  0,  4,  4, 4,   6,  8,  4, 0, 0,  30, 10907
eu,Djibouti,https://eu.wikipedia.org/wiki/Djibuti, 0,  0,  2, 12, 21, 0,   9, 18,  0, 2, 0,  64, 23109
be,Djibouti,https://be.wikipedia.org/wiki/%D0%94%D0%B6%D1%8B%D0%B1%D1%83%D1%86%D1%96, 3,  0,  0,  3,  2, 0,   3,  7,  2, 0, 0,  20, 15343
bn,Djibouti,https://bn.wikipedia.org/wiki/%E0%A6%9C%E0%A6%BF%E0%A6%AC%E0%A7%81%E0%A6%A4%E0%A6%BF, 0,  0,  1,  0,  3, 0,   1,  2,  3, 0, 0,  10,  9867
bs,Djibouti,https://bs.wikipedia.org/wiki/D%C5%BEibuti, 0,  0,  0, 26,  5, 0,  32, 73, 11, 3, 0, 150, 62126
bg,Djibouti,https://bg.wikipedia.org/wiki/%D0%94%D0%B6%D0%B8%D0%B1%D1%83%D1%82%D0%B8, 0,  0,  0,  3,  2, 0,  14, 12,  0, 0, 0,  31, 13826
ca,Djibouti,https://ca.wikipedia.org/wiki/Djibouti, 0,  1,  1, 17, 15, 0,  10, 27,  8, 0, 0,  79, 22958
ceb,Djibouti,https://ceb.wikipedia.org/wiki/Yibuti, 0,  0,  0,  1,  0, 0,   0,  2,  0, 0, 0,   3,  4601
zh,Djibouti,https://zh.wikipedia.org/wiki/%E5%90%89%E5%B8%83%E6%8F%90, 0,  0,  1, 36, 17, 0,  69, 60, 49, 3, 0, 235, 16441
zh-TW,Djibouti,https://zh-classical.wikipedia.org/wiki/%E5%90%89%E5%B8%83%E6%8F%90, 0,  0,  0,  0,  0, 0,   0,  0,  0, 0, 0,   0,  4087
co,Djibouti,https://co.wikipedia.org/wiki/Gibuti, 0,  0,  0,  2,  1, 0,   0,  4,  0, 0, 0,   7,  4394
hr,Djibouti,https://hr.wikipedia.org/wiki/D%C5%BEibuti, 0,  0,  0,  8,  2, 0,   2, 10,  5, 0, 0,  27, 14690
cs,Djibouti,https://cs.wikipedia.org/wiki/D%C5%BEibutsko, 0,  0,  1, 19,  7, 0,   6, 21,  4, 1, 0,  59, 29174
da,Djibouti,https://da.wikipedia.org/wiki/Djibouti, 0,  1,  4, 21, 16, 0,  13, 30,  1, 0, 0,  86, 32242
nl,Djibouti,https://nl.wikipedia.org/wiki/Djibouti_(land), 0,  0,  2,  7,  5, 0,   4,  7,  0, 0, 0,  25, 13237
en,Djibouti,https://en.wikipedia.org/wiki/Djibouti, 0,  0, 12, 81, 61, 0, 136,114, 24, 3, 0, 431,110689
eo,Djibouti,https://eo.wikipedia.org/wiki/%C4%9Cibutio, 0,  0,  0,  6,  3, 0,   1, 11,  5, 0, 0,  26,  9848
et,Djibouti,https://et.wikipedia.org/wiki/Djibouti, 0,  0,  0,  1,  0, 0,   2,  0,  0, 0, 0,   3,  7005
tl,Djibouti,https://tl.wikipedia.org/wiki/Djibouti, 0,  0,  0,  0,  3, 0,   7,  4,  0, 1, 0,  15,  9718
fi,Djibouti,https://fi.wikipedia.org/wiki/Djibouti, 0,  0,  2, 23, 16, 0,  14, 17, 10, 0, 0,  82, 44541
fr,Djibouti,https://fr.wikipedia.org/wiki/Djibouti, 0,  1,  8, 52, 22, 0,  30, 60, 30, 0, 0, 203, 60593
fy,Djibouti,https://fy.wikipedia.org/wiki/Dzjib%C3%BBty, 0,  0,  0,  5,  3, 0,   2, 13, 15, 0, 0,  38,  6492
gl,Djibouti,https://gl.wikipedia.org/wiki/Djibuti, 0,  0,  2, 17, 11, 0,  24, 27, 21, 1, 0, 103, 26500
ka,Djibouti,https://ka.wikipedia.org/wiki/%E1%83%AF%E1%83%98%E1%83%91%E1%83%A3%E1%83%A2%E1%83%98, 0,  0, 14, 60, 43, 0,  77, 45, 31, 6, 2, 278, 64727
de,Djibouti,https://de.wikipedia.org/wiki/Dschibuti, 0,  0, 21, 54, 49, 0, 101,129, 34, 2, 0, 390, 54274
el,Djibouti,https://el.wikipedia.org/wiki/%CE%A4%CE%B6%CE%B9%CE%BC%CF%80%CE%BF%CF%85%CF%84%CE%AF, 0,  1,  2,  9,  2, 0,   1, 11,  2, 0, 0,  28, 15501
ht,Djibouti,https://ht.wikipedia.org/wiki/Djibouti_(peyi), 0,  0,  1,  5,  1, 0,   8,  2,  2, 2, 0,  21,  5454
ha,Djibouti,https://ha.wikipedia.org/wiki/Jibuti_(%C6%99asa), 0,  0,  0,  7, 11, 0,  22,  5,  2, 0, 0,  47,  6691
hi,Djibouti,https://hi.wikipedia.org/wiki/%E0%A4%9C%E0%A4%BF%E0%A4%AC%E0%A5%82%E0%A4%A4%E0%A5%80, 0,  0,  0,  3,  2, 0,   4,  6,  0, 1, 0,  16,  7338
hu,Djibouti,https://hu.wikipedia.org/wiki/Dzsibuti, 0,  0,  0, 14, 14, 0,  25, 21,  2, 1, 1,  78, 27935
is,Djibouti,https://is.wikipedia.org/wiki/Djib%C3%BAt%C3%AD, 0,  0,  0,  0,  0, 0,   0,  0,  0, 0, 0,   0, 12597
ig,Djibouti,https://ig.wikipedia.org/wiki/Djibouti, 0,  0,  3, 15,  4, 0,  22, 19,  1, 0, 0,  64,  7324
id,Djibouti,https://id.wikipedia.org/wiki/Jibuti, 0,  0,  1, 41, 11, 0,  55, 48, 24, 6, 2, 188, 33611
ga,Djibouti,https://ga.wikipedia.org/wiki/Diob%C3%BAit%C3%AD, 0,  0,  0,  4,  0, 0,   2,  7,  2, 0, 0,  15,  7038
it,Djibouti,https://it.wikipedia.org/wiki/Gibuti, 0,  0,  2, 55, 18, 1,  32, 60, 16, 0, 0, 184, 46267
ja,Djibouti,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%96%E3%83%81, 4,  0,  6, 55, 15, 1,  19, 82,  9, 5, 0, 196, 21719
jw,Djibouti,https://jv.wikipedia.org/wiki/Djibouti, 0,  0,  0,  1,  8, 0,   2,  9,  1, 0, 0,  21,  7990
kn,Djibouti,https://kn.wikipedia.org/wiki/%E0%B2%9C%E0%B2%BF%E0%B2%AC%E0%B3%82%E0%B2%9F%E0%B2%BF, 0,  0,  0,  0,  1, 0,   0,  1,  0, 0, 0,   2,  5535
kk,Djibouti,https://kk.wikipedia.org/wiki/%D0%94%D0%B6%D0%B8%D0%B1%D1%83%D1%82%D0%B8, 0,  0,  0,  5,  6, 0,  11,  4,  0, 0, 0,  26, 11751
km,Djibouti,https://km.wikipedia.org/wiki/%E1%9E%87%E1%9E%B8%E1%9E%94%E1%9E%BC%E1%9F%8A%E1%9E%91%E1%9E%B8, 0,  0,  4,  2,  2, 0,   1,  2,  0, 0, 0,  11,  4550
ko,Djibouti,https://ko.wikipedia.org/wiki/%EC%A7%80%EB%B6%80%ED%8B%B0, 0,  0,  0,  3,  4, 1,   6,  4,  2, 0, 0,  20, 11635
ku,Djibouti,https://ku.wikipedia.org/wiki/C%C3%AEb%C3%BBt%C3%AE, 0,  0,  1,  2,  6, 0,   6,  2,  0, 0, 0,  17,  7486
ky,Djibouti,https://ky.wikipedia.org/wiki/%D0%96%D0%B8%D0%B1%D1%83%D1%82%D0%B8, 0,  1,  4, 18, 10, 0,  12, 25,  4, 1, 0,  75, 15334
la,Djibouti,https://la.wikipedia.org/wiki/Gibutum, 0,  0,  7, 12, 18, 0,  27, 35,  9, 0, 0, 108, 21830
lv,Djibouti,https://lv.wikipedia.org/wiki/D%C5%BEibutija, 0,  0,  0,  1,  2, 0,   2,  0,  0, 0, 0,   5,  9381
lt,Djibouti,https://lt.wikipedia.org/wiki/D%C5%BEibutis, 0,  0,  1, 12,  4, 0,  12,  7,  4, 1, 0,  41, 14136
lb,Djibouti,https://lb.wikipedia.org/wiki/Dschibuti, 0,  3,  2,  9,  3, 0,   8,  6,  0, 0, 0,  31,  6537
mk,Djibouti,https://mk.wikipedia.org/wiki/%D0%8F%D0%B8%D0%B1%D1%83%D1%82%D0%B8, 0,  0,  1,  5,  0, 0,   6,  5,  1, 0, 0,  18, 14315
mg,Djibouti,https://mg.wikipedia.org/wiki/Jibot%E1%BB%B3, 0,  0,  1, 12,  2, 0,   9, 11,  1, 0, 0,  36,  7302
ms,Djibouti,https://ms.wikipedia.org/wiki/Djibouti, 0,  1,  0,  1,  4, 0,  10,  8,  2, 0, 0,  26, 12993
ml,Djibouti,https://ml.wikipedia.org/wiki/%E0%B4%9C%E0%B4%BF%E0%B4%AC%E0%B5%82%E0%B4%9F%E0%B5%8D%E0%B4%9F%E0%B4%BF, 0,  0,  0,  2,  0, 0,   2,  1,  1, 0, 0,   6,  9152
mt,Djibouti,https://mt.wikipedia.org/wiki/%C4%A0ibuti, 0,  0,  0,  1,  1, 0,   1,  1,  0, 0, 0,   4,  5317
mi,Djibouti,https://mi.wikipedia.org/wiki/Tip%C5%ABti, 0,  0,  2,  5,  1, 0,   5,  9,  0, 0, 0,  22,  4212
mr,Djibouti,https://mr.wikipedia.org/wiki/%E0%A4%9C%E0%A4%BF%E0%A4%AC%E0%A5%82%E0%A4%A4%E0%A5%80, 0,  0,  0,  5,  3, 0,   4,  3,  0, 0, 0,  15,  6192
mn,Djibouti,https://mn.wikipedia.org/wiki/%D0%96%D0%B8%D0%B1%D1%83%D1%82%D0%B8, 0,  0,  0, 12,  8, 0,   9,  7,  0, 1, 0,  37,  9513
my,Djibouti,https://my.wikipedia.org/wiki/%E1%80%82%E1%80%BB%E1%80%AE%E1%80%98%E1%80%B0%E1%80%90%E1%80%AE%E1%80%94%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%84%E1%80%B6, 0,  0, 35, 83, 33, 0,  26, 69, 10, 0, 0, 256, 12997
ne,Djibouti,https://ne.wikipedia.org/wiki/%E0%A4%9C%E0%A4%BF%E0%A4%AC%E0%A5%81%E0%A4%A4%E0%A5%80, 0,  0,  0,  2,  1, 0,   3,  6,  1, 0, 0,  13,  7224
no,Djibouti,https://no.wikipedia.org/wiki/Djibouti, 0,  1,  4, 17,  8, 0,   8, 29,  1, 0, 0,  68, 25042
ps,Djibouti,https://ps.wikipedia.org/wiki/%D8%AC%DB%8C%D8%A8%D9%88%D8%AA%DB%8C, 0,  0,  0,  4,  3, 0,  10,  8,  4, 0, 0,  29,  9621
fa,Djibouti,https://fa.wikipedia.org/wiki/%D8%AC%DB%8C%D8%A8%D9%88%D8%AA%DB%8C, 0,  0,  3, 27, 10, 0,  20, 40,  9, 0, 1, 110, 25988
pl,Djibouti,https://pl.wikipedia.org/wiki/D%C5%BCibuti, 0,  0,  0, 12,  1, 0,  28,  5,  1, 0, 0,  47, 19955
pt,Djibouti,https://pt.wikipedia.org/wiki/Djibouti, 0,  0,  4, 28, 26, 0,  24, 22, 11, 0, 0, 115, 30711
pa,Djibouti,https://pa.wikipedia.org/wiki/%E0%A8%9C%E0%A8%BF%E0%A8%AC%E0%A9%82%E0%A8%A4%E0%A9%80, 0,  0,  1,  8,  3, 0,   3,  7,  0, 0, 0,  22,  6909
ro,Djibouti,https://ro.wikipedia.org/wiki/Djibouti, 0,  0,  0,  4,  3, 0,  10, 17,  6, 0, 0,  40, 19593
ru,Djibouti,https://ru.wikipedia.org/wiki/%D0%94%D0%B6%D0%B8%D0%B1%D1%83%D1%82%D0%B8, 1, 67, 28, 69, 21, 3, 144, 68,  5, 0, 0, 406, 32346
sm,Djibouti,https://sm.wikipedia.org/wiki/Djibouti, 0,  0,  1,  0,  0, 0,   2,  2,  0, 0, 0,   5,  4009
gd,Djibouti,https://gd.wikipedia.org/wiki/Diob%C3%B9taidh, 0,  0,  0,  6,  2, 0,  12,  4,  0, 0, 0,  24,  5805
sr,Djibouti,https://sr.wikipedia.org/wiki/%D0%8F%D0%B8%D0%B1%D1%83%D1%82%D0%B8, 0,  0,  0,  2,  2, 0,  16, 16,  1, 0, 0,  37, 20987
st,Djibouti,https://st.wikipedia.org/wiki/Djibouti, 0,  0,  0,  0,  0, 0,   2,  2,  0, 0, 0,   4,  4861
sn,Djibouti,https://sn.wikipedia.org/wiki/Jibhuti, 0,  0,  0,  0,  0, 0,   3,  0,  0, 0, 0,   3,  5740
sd,Djibouti,https://sd.wikipedia.org/wiki/%D8%AC%D8%A8%D9%88%D8%AA%D9%8A, 0,  0,  0,  3,  4, 0,   4, 10,  2, 0, 0,  23,  5614
si,Djibouti,https://si.wikipedia.org/wiki/%E0%B6%A2%E0%B7%92%E0%B6%B6%E0%B7%94%E0%B6%A7%E0%B7%92, 0,  0,  0,  5,  3, 0,   5,  4,  1, 0, 0,  18,  9677
sk,Djibouti,https://sk.wikipedia.org/wiki/D%C5%BEibutsko, 0,  0,  0,  1,  2, 0,   0,  3,  0, 0, 0,   6, 12874
sl,Djibouti,https://sl.wikipedia.org/wiki/D%C5%BEibuti, 0,  0,  0,  1,  0, 0,   0,  6,  2, 0, 0,   9,  9057
so,Djibouti,https://so.wikipedia.org/wiki/Jabuuti, 0,  0,  1, 12, 14, 0,  10, 19,  0, 3, 0,  59, 16518
es,Djibouti,https://es.wikipedia.org/wiki/Yibuti, 0,  3,  3, 26, 12, 0,  13, 19,  4, 1, 0,  81, 28798
su,Djibouti,https://su.wikipedia.org/wiki/Djibouti, 0,  0,  0,  5,  8, 0,   6,  7,  2, 0, 0,  28, 18787
sw,Djibouti,https://sw.wikipedia.org/wiki/Jibuti, 0,  0,  1,  7, 10, 0,  16,  9,  9, 0, 0,  52, 11417
sv,Djibouti,https://sv.wikipedia.org/wiki/Djibouti, 0,  0,  4, 13, 19, 3,  17, 22,  4, 0, 0,  82, 38745
tg,Djibouti,https://tg.wikipedia.org/wiki/%D2%B6%D0%B8%D0%B1%D1%83%D1%82%D3%A3, 0,  0,  0,  1,  3, 0,   3,  3,  2, 0, 0,  12,  7450
ta,Djibouti,https://ta.wikipedia.org/wiki/%E0%AE%9A%E0%AF%80%E0%AE%AA%E0%AF%82%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AF%80, 0,  0,  1,  7,  0, 0,   6,  9,  0, 0, 0,  23,  7774
te,Djibouti,https://te.wikipedia.org/wiki/%E0%B0%9C%E0%B0%BF%E0%B0%AC%E0%B1%8C%E0%B0%9F%E0%B0%BF, 0,  0,  0, 38,  6, 0,  21, 33,  3, 2, 0, 103, 57908
th,Djibouti,https://th.wikipedia.org/wiki/%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%88%E0%B8%B4%E0%B8%9A%E0%B8%B9%E0%B8%95%E0%B8%B5, 0,  0,  3, 45, 32, 0,  46, 61,  6, 0, 0, 193, 12035
tr,Djibouti,https://tr.wikipedia.org/wiki/Cibuti, 0,  0,  1,  4,  6, 1,  17, 19, 14, 0, 0,  62, 19493
uk,Djibouti,https://uk.wikipedia.org/wiki/%D0%94%D0%B6%D0%B8%D0%B1%D1%83%D1%82%D1%96, 0,  0,  1, 18, 12, 0,  21, 36, 17, 2, 0, 107, 55446
ur,Djibouti,https://ur.wikipedia.org/wiki/%D8%AC%D8%A8%D9%88%D8%AA%DB%8C, 0,  0,  0,  6,  9, 0,  17, 16,  5, 2, 0,  55, 18849
uz,Djibouti,https://uz.wikipedia.org/wiki/Jibuti, 0,  0,  2, 20,  7, 0,  12, 14,  3, 2, 0,  60, 13828
vi,Djibouti,https://vi.wikipedia.org/wiki/Djibouti, 0,  0,  5, 28,  9, 0,  14, 43,  4, 0, 0, 103, 19045
cy,Djibouti,https://cy.wikipedia.org/wiki/Jibwti, 0,  0,  0,  1,  1, 0,   2,  4,  0, 0, 0,   8,  5885
yi,Djibouti,https://yi.wikipedia.org/wiki/%D7%93%D7%96%D7%A9%D7%99%D7%91%D7%95%D7%98%D7%99, 0,  0,  0,  0,  1, 0,   0,  4,  0, 0, 0,   5,  6889
yo,Djibouti,https://yo.wikipedia.org/wiki/Dj%C3%ACb%C3%BAt%C3%AC, 0,  0,  3, 12,  7, 0,   2, 19,  3, 0, 0,  46,  7304
zu,Djibouti,https://zu.wikipedia.org/wiki/IJibhuthi, 0,  0,  1,  0,  0, 0,   1,  4,  0, 0, 0,   6,  6215
af,Dominica,https://af.wikipedia.org/wiki/Dominica, 0,  0,  4,  5,  1, 0,   8,  6,  4, 0, 0,  28, 10511
sq,Dominica,https://sq.wikipedia.org/wiki/Dominika, 0,  0,  0,  4,  1, 0,   0,  9,  2, 0, 0,  16,  7849
am,Dominica,https://am.wikipedia.org/wiki/%E1%8B%B6%E1%88%98%E1%8A%92%E1%8A%AB, 1,  0,  0,  2,  0, 0,   1,  6,  0, 0, 0,  10,  5034
ar,Dominica,https://ar.wikipedia.org/wiki/%D8%AF%D9%88%D9%85%D9%8A%D9%86%D9%8A%D9%83%D8%A7, 0,  0,  3, 27, 26, 0,  25, 38, 12, 2, 0, 133, 47704
hy,Dominica,https://hy.wikipedia.org/wiki/%D4%B4%D5%B8%D5%B4%D5%AB%D5%B6%D5%AB%D5%AF%D5%A1, 0,  0,  0,  1,  1, 0,   2,  2,  5, 0, 0,  11,  8045
az,Dominica,https://az.wikipedia.org/wiki/Dominika, 0,  0,  0,  2,  2, 1,   1,  6,  6, 0, 0,  18,  6104
eu,Dominica,https://eu.wikipedia.org/wiki/Dominika, 0,  0,  4, 11, 14, 0,   6, 10,  1, 2, 0,  48, 19252
be,Dominica,https://be.wikipedia.org/wiki/%D0%94%D0%B0%D0%BC%D1%96%D0%BD%D1%96%D0%BA%D0%B0, 1,  0,  0,  2,  0, 0,   1,  6,  1, 0, 0,  11, 10614
bn,Dominica,https://bn.wikipedia.org/wiki/%E0%A6%A1%E0%A7%8B%E0%A6%AE%E0%A6%BF%E0%A6%A8%E0%A6%BF%E0%A6%95%E0%A6%BE, 0,  0,  1,  1,  5, 0,   4,  2,  2, 0, 0,  15,  9486
bs,Dominica,https://bs.wikipedia.org/wiki/Dominika, 0,  0,  0,  2,  1, 0,   4,  7,  1, 0, 0,  15, 11103
bg,Dominica,https://bg.wikipedia.org/wiki/%D0%94%D0%BE%D0%BC%D0%B8%D0%BD%D0%B8%D0%BA%D0%B0, 0,  0,  4,  2,  4, 0,  13, 10,  1, 0, 0,  34, 14480
ca,Dominica,https://ca.wikipedia.org/wiki/Dominica, 0,  0,  1,  2,  6, 0,   7, 10,  3, 0, 0,  29,  9027
ceb,Dominica,https://ceb.wikipedia.org/wiki/Dominica, 0,  0,  0,  1,  0, 0,   0,  3,  0, 0, 0,   4,  4855
zh,Dominica,https://zh.wikipedia.org/wiki/%E5%A4%9A%E7%B1%B3%E5%B0%BC%E5%85%8B, 0,  0,  0, 15, 13, 0,  25, 21, 34, 4, 0, 112,  8741
zh-TW,Dominica,https://zh-classical.wikipedia.org/wiki/%E5%A4%9A%E7%B1%B3%E5%B0%BC%E5%85%8B, 0,  0,  0,  0,  0, 0,   0,  0,  0, 0, 0,   0,  3515
hr,Dominica,https://hr.wikipedia.org/wiki/Dominika, 0,  0,  0,  1,  0, 0,   1,  7,  3, 0, 0,  12, 10838
cs,Dominica,https://cs.wikipedia.org/wiki/Dominika, 0,  0,  1,  3,  2, 0,   1,  2,  1, 1, 0,  11, 14394
da,Dominica,https://da.wikipedia.org/wiki/Dominica, 0,  0,  0,  2,  5, 0,   5,  4,  1, 0, 0,  17, 10858
nl,Dominica,https://nl.wikipedia.org/wiki/Dominica, 0,  1, 12, 24,  5, 0,  14, 24,  5, 0, 0,  85, 23975
en,Dominica,https://en.wikipedia.org/wiki/Dominica, 0,  0, 67, 81, 43, 0,  99, 81, 45, 6, 0, 422, 86572
eo,Dominica,https://eo.wikipedia.org/wiki/Dominiko, 0,  0,  0,  1,  1, 0,   1,  7,  4, 0, 0,  14,  7980
et,Dominica,https://et.wikipedia.org/wiki/Dominica, 0,  0,  4,  5,  2, 0,   6,  2,  4, 2, 0,  25, 19176
tl,Dominica,https://tl.wikipedia.org/wiki/Dominica, 0,  0,  0,  1,  4, 0,   6,  5,  1, 0, 0,  17,  8232
fi,Dominica,https://fi.wikipedia.org/wiki/Dominica, 0,  0,  1,  3,  5, 0,   4,  7,  6, 0, 0,  26, 22375
fr,Dominica,https://fr.wikipedia.org/wiki/Dominique_(pays), 0,  0,  3, 37,  9, 0,  22, 25, 19, 0, 0, 115, 41145
fy,Dominica,https://fy.wikipedia.org/wiki/Dominika, 0,  0,  0,  3,  1, 0,   8, 13, 11, 0, 0,  36,  5620
gl,Dominica,https://gl.wikipedia.org/wiki/Dominica, 0,  0,  3, 13,  8, 0,  11, 20, 12, 0, 0,  67, 19368
ka,Dominica,https://ka.wikipedia.org/wiki/%E1%83%93%E1%83%9D%E1%83%9B%E1%83%98%E1%83%9C%E1%83%98%E1%83%99%E1%83%90, 0,  0,  0,  3,  1, 0,   5,  1,  4, 0, 0,  14,  8754
de,Dominica,https://de.wikipedia.org/wiki/Dominica, 0,  0, 92,126,120, 0, 221,213, 48, 6, 0, 826, 98475
