lang,co,link,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,sum,tot
la,Syria,https://la.wikipedia.org/wiki/Syria, 0,  0,  8,   8,  6, 0,  13, 21,  4,  0, 0,  60, 10234
lv,Syria,https://lv.wikipedia.org/wiki/S%C4%ABrija, 0,  0,  0,   7,  2, 0,   4,  3,  1,  0, 0,  17, 15545
lt,Syria,https://lt.wikipedia.org/wiki/Sirija, 0,  0,  1,  10,  7, 0,  19,  6, 10,  0, 0,  53, 18217
lb,Syria,https://lb.wikipedia.org/wiki/Syrien, 0,  4,  3,   9,  3, 0,  10,  4,  0,  0, 0,  33,  7163
mk,Syria,https://mk.wikipedia.org/wiki/%D0%A1%D0%B8%D1%80%D0%B8%D1%98%D0%B0, 0,  1, 14, 106, 30, 0,  26, 26, 19,  0, 0, 222, 82653
mg,Syria,https://mg.wikipedia.org/wiki/Siria, 0,  0,  1,  12,  2, 0,   8,  8,  0,  0, 0,  31,  5853
ms,Syria,https://ms.wikipedia.org/wiki/Syria, 0,  1,  2,  10,  4, 0,  13, 11,  3,  0, 0,  44, 13407
ml,Syria,https://ml.wikipedia.org/wiki/%E0%B4%B8%E0%B4%BF%E0%B4%B1%E0%B4%BF%E0%B4%AF, 0,  0,  0,   2,  1, 0,   1,  2,  1,  0, 0,   7,  7363
mt,Syria,https://mt.wikipedia.org/wiki/Sirja, 0,  0,  0,   1,  1, 0,   3,  4,  1,  0, 0,  10,  7682
mi,Syria,https://mi.wikipedia.org/wiki/Hiria, 0,  0,  2,   5,  1, 0,   7, 10,  0,  0, 0,  25,  4578
mr,Syria,https://mr.wikipedia.org/wiki/%E0%A4%B8%E0%A5%80%E0%A4%B0%E0%A4%BF%E0%A4%AF%E0%A4%BE, 0,  0,  1,  13,  6, 0,   9,  5,  2,  0, 0,  36,  9653
mn,Syria,https://mn.wikipedia.org/wiki/%D0%A1%D0%B8%D1%80%D0%B8, 0,  0,  2,  31, 22, 2,  21, 19,  2,  1, 0, 100, 19718
my,Syria,https://my.wikipedia.org/wiki/%E1%80%86%E1%80%AE%E1%80%B8%E1%80%9B%E1%80%AE%E1%80%B8%E1%80%9A%E1%80%AC%E1%80%B8%E1%80%94%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%84%E1%80%B6, 1,  0, 27,  69, 36, 0,  21, 32,  7,  0, 0, 193, 11840
ne,Syria,https://ne.wikipedia.org/wiki/%E0%A4%B8%E0%A4%BF%E0%A4%B0%E0%A4%BF%E0%A4%AF%E0%A4%BE, 0,  0,  0,   3,  2, 0,   5,  5,  1,  0, 0,  16,  6777
no,Syria,https://no.wikipedia.org/wiki/Syria, 0,  0,  4,  22,  4, 0,   8, 22,  6,  0, 0,  66, 19640
ps,Syria,https://ps.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%D9%8A%D9%87, 0,  0,  0,  13, 22, 0,  12, 19,  9,  0, 0,  75, 14959
fa,Syria,https://fa.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%DB%8C%D9%87, 0,  0, 17, 181, 65, 0,  62,105, 24,  0, 4, 458, 84519
pl,Syria,https://pl.wikipedia.org/wiki/Syria, 0,  0,  6,  44,  2, 0,  54, 12,  6,  0, 0, 124, 39398
pt,Syria,https://pt.wikipedia.org/wiki/S%C3%ADria, 0,  1, 16,  85, 46, 0,  31, 35, 19,  0, 0, 233, 62515
pa,Syria,https://pa.wikipedia.org/wiki/%E0%A8%B8%E0%A9%80%E0%A8%B0%E0%A9%80%E0%A8%86, 0,  0,  0,  11,  7, 0,   4,  8,  2,  0, 0,  32,  8484
ro,Syria,https://ro.wikipedia.org/wiki/Siria, 2,  1, 11,  67, 28, 1,  24,123, 29,  2, 1, 289,107253
ru,Syria,https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D1%80%D0%B8%D1%8F, 2,123,112, 366, 75, 4, 543,186, 19,  0, 0,1430, 84741
sm,Syria,https://sm.wikipedia.org/wiki/Suria, 0,  0,  7,  92, 44, 0,  80, 60, 32, 44, 0, 359, 21339
gd,Syria,https://gd.wikipedia.org/wiki/Siria, 0,  0,  0,   5,  3, 0,  12,  3,  0,  0, 0,  23,  7792
sr,Syria,https://sr.wikipedia.org/wiki/%D0%A1%D0%B8%D1%80%D0%B8%D1%98%D0%B0, 0,  0,  1,  26,  8, 0,  43, 21,  9,  0, 0, 108, 26797
sn,Syria,https://sn.wikipedia.org/wiki/Syria, 0,  0,  0,   0,  0, 0,   3,  1,  0,  0, 0,   4,  4454
sd,Syria,https://sd.wikipedia.org/wiki/%D8%B4%D8%A7%D9%85, 0,  0,  0,   3,  3, 0,   0, 10,  0,  0, 0,  16,  5885
si,Syria,https://si.wikipedia.org/wiki/%E0%B7%83%E0%B7%92%E0%B6%BB%E0%B7%92%E0%B6%BA%E0%B7%8F%E0%B7%80, 0,  0,  0,   3,  2, 0,   1,  4,  0,  0, 0,  10,  6639
sk,Syria,https://sk.wikipedia.org/wiki/S%C3%BDria, 0,  0,  2,  12, 12, 0,   2,  1,  1,  0, 0,  30, 18173
sl,Syria,https://sl.wikipedia.org/wiki/Sirija, 0,  0,  0,   5,  1, 0,   2, 11,  4,  0, 0,  23, 12875
so,Syria,https://so.wikipedia.org/wiki/Suuriya, 0,  0,  2,   9,  7, 0,  13, 11,  3,  1, 0,  46, 11528
es,Syria,https://es.wikipedia.org/wiki/Siria, 1,  1, 19,  77, 53, 0,  27, 46, 10,  1, 0, 235, 61753
su,Syria,https://su.wikipedia.org/wiki/Suriah, 0,  0,  0,   1,  5, 0,   1,  4,  1,  0, 0,  12, 10434
sw,Syria,https://sw.wikipedia.org/wiki/Syria, 0,  0,  2,   4, 15, 0,   9, 15,  8,  1, 0,  54, 13131
sv,Syria,https://sv.wikipedia.org/wiki/Syrien, 0,  2, 15,  25, 18, 2,  21, 37, 18,  1, 0, 139, 64696
tg,Syria,https://tg.wikipedia.org/wiki/%D0%A1%D1%83%D1%80%D0%B8%D1%8F, 0,  0,  0,   1,  2, 0,   2,  6,  4,  0, 0,  15,  8886
ta,Syria,https://ta.wikipedia.org/wiki/%E0%AE%9A%E0%AE%BF%E0%AE%B0%E0%AE%BF%E0%AE%AF%E0%AE%BE, 0,  0,  0,   1,  1, 0,  11, 11,  0,  0, 0,  24, 11479
te,Syria,https://te.wikipedia.org/wiki/%E0%B0%B8%E0%B0%BF%E0%B0%B0%E0%B0%BF%E0%B0%AF%E0%B0%BE, 0,  0,  0,  31,  8, 0,  13,  6,  0,  0, 0,  58, 37422
th,Syria,https://th.wikipedia.org/wiki/%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%8B%E0%B8%B5%E0%B9%80%E0%B8%A3%E0%B8%B5%E0%B8%A2, 1,  1, 15,  77,122, 0, 232,109, 15,  0, 0, 572, 20052
tr,Syria,https://tr.wikipedia.org/wiki/Suriye, 0,  1, 15, 120, 75, 0, 114,128, 68,  1, 0, 522,162507
uk,Syria,https://uk.wikipedia.org/wiki/%D0%A1%D0%B8%D1%80%D1%96%D1%8F, 0,  1,  2,  18,  5, 0,  10, 21, 11,  0, 0,  68, 33454
ur,Syria,https://ur.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%DB%8C%DB%81, 0,  0, 10,  34, 35, 0,  39, 54,  6,  6, 0, 184, 28199
uz,Syria,https://uz.wikipedia.org/wiki/Suriya, 0,  0,  2,  21, 11, 0,  15, 27,  8,  2, 0,  86, 24112
vi,Syria,https://vi.wikipedia.org/wiki/Syria, 5,  0, 30, 321, 79, 0,  73,176, 36,  6, 0, 726, 93210
cy,Syria,https://cy.wikipedia.org/wiki/Syria, 0,  1,  5,  21,  6, 0,  10,  7,  0,  1, 0,  51, 16064
yi,Syria,https://yi.wikipedia.org/wiki/%D7%A1%D7%99%D7%A8%D7%99%D7%A2, 0,  0,  0,   2,  1, 0,   0,  5,  1,  0, 0,   9,  7696
yo,Syria,https://yo.wikipedia.org/wiki/S%C3%ADr%C3%AD%C3%A0, 0,  0,  3,  16,  9, 0,   1, 19,  3,  0, 0,  51,  8005
af,Tajikistan,https://af.wikipedia.org/wiki/Tadjikistan, 0,  0,  1,   4,  2, 0,   8,  7,  3,  0, 0,  25, 10452
sq,Tajikistan,https://sq.wikipedia.org/wiki/Taxhikistani, 0,  0,  0,   4,  2, 0,   2,  7,  2,  0, 0,  17,  9028
am,Tajikistan,https://am.wikipedia.org/wiki/%E1%89%B3%E1%8C%82%E1%8A%AA%E1%88%B5%E1%89%B3%E1%8A%95, 0,  0,  0,   0,  0, 0,   1,  7,  0,  0, 0,   8,  4954
ar,Tajikistan,https://ar.wikipedia.org/wiki/%D8%B7%D8%A7%D8%AC%D9%8A%D9%83%D8%B3%D8%AA%D8%A7%D9%86, 0,  0,  9,  37, 35, 0,  29, 47, 15,  3, 0, 175, 56534
hy,Tajikistan,https://hy.wikipedia.org/wiki/%D5%8F%D5%A1%D5%BB%D5%AB%D5%AF%D5%BD%D5%BF%D5%A1%D5%B6, 0,  0,  0,   3,  3, 0,   3,  4,  8,  0, 0,  21, 10705
az,Tajikistan,https://az.wikipedia.org/wiki/Tacikistan, 0,  0,  1,   9,  3, 3,  11, 27, 10,  0, 0,  64, 17177
eu,Tajikistan,https://eu.wikipedia.org/wiki/Tajikistan, 0,  0,  3,  17, 13, 0,  18, 22,  4,  0, 1,  78, 18953
be,Tajikistan,https://be.wikipedia.org/wiki/%D0%A2%D0%B0%D0%B4%D0%B6%D1%8B%D0%BA%D1%96%D1%81%D1%82%D0%B0%D0%BD, 1,  0,  0,   2,  0, 0,   1,  5,  3,  1, 0,  13, 13154
bn,Tajikistan,https://bn.wikipedia.org/wiki/%E0%A6%A4%E0%A6%BE%E0%A6%9C%E0%A6%BF%E0%A6%95%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A6%BE%E0%A6%A8, 0,  0,  3,   8, 12, 0,   2, 10,  7,  0, 0,  42, 20487
bs,Tajikistan,https://bs.wikipedia.org/wiki/Tad%C5%BEikistan, 0,  0,  0,   7,  6, 0,   7, 21,  0,  0, 0,  41, 17554
bg,Tajikistan,https://bg.wikipedia.org/wiki/%D0%A2%D0%B0%D0%B4%D0%B6%D0%B8%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD, 0,  0,  1,  14,  5, 0,  24, 33,  2,  0, 0,  79, 25202
ca,Tajikistan,https://ca.wikipedia.org/wiki/Tadjikistan, 0,  0,  0,  13, 13, 0,   7, 13,  7,  0, 0,  53, 15074
ceb,Tajikistan,https://ceb.wikipedia.org/wiki/Tayikistan, 0,  0,  0,   1,  0, 0,   0,  2,  0,  0, 0,   3,  5188
zh,Tajikistan,https://zh.wikipedia.org/wiki/%E5%A1%94%E5%90%89%E5%85%8B%E6%96%AF%E5%9D%A6, 6,  0, 15,  90, 40, 0, 123,108, 42, 19, 0, 443, 22865
zh-TW,Tajikistan,https://zh-classical.wikipedia.org/wiki/%E5%A1%94%E5%90%89%E5%85%8B%E6%96%AF%E5%9D%A6, 0,  0,  0,   0,  0, 0,   0,  0,  0,  0, 0,   0,  4040
hr,Tajikistan,https://hr.wikipedia.org/wiki/Tad%C5%BEikistan, 0,  0,  0,   3,  1, 0,   4, 13,  6,  0, 0,  27, 12365
cs,Tajikistan,https://cs.wikipedia.org/wiki/T%C3%A1d%C5%BEikist%C3%A1n, 0,  1,  3,  17, 11, 0,   4, 15,  5,  1, 0,  57, 26717
da,Tajikistan,https://da.wikipedia.org/wiki/Tadsjikistan, 0,  0,  2,  13,  4, 0,  12, 21,  1,  0, 0,  53, 16473
nl,Tajikistan,https://nl.wikipedia.org/wiki/Tadzjikistan, 0,  0,  5,  25, 11, 0,   8, 28,  2,  0, 0,  79, 19285
en,Tajikistan,https://en.wikipedia.org/wiki/Tajikistan, 0,  1, 39, 126, 56, 0,  93, 86, 24,  4, 0, 429,112061
eo,Tajikistan,https://eo.wikipedia.org/wiki/Ta%C4%9Dikio, 0,  0,  1,  13, 11, 0,  10, 23, 29,  0, 0,  87, 26065
et,Tajikistan,https://et.wikipedia.org/wiki/Tad%C5%BEikistan, 0,  0,  0,   3,  3, 0,   5,  6,  3,  1, 0,  21, 11841
tl,Tajikistan,https://tl.wikipedia.org/wiki/Tayikistan, 0,  0,  0,   0,  2, 0,   5,  3,  0,  0, 0,  10,  7597
fi,Tajikistan,https://fi.wikipedia.org/wiki/Tad%C5%BEikistan, 0,  0,  1,  11,  9, 0,   6,  6,  7,  0, 0,  40, 27468
fr,Tajikistan,https://fr.wikipedia.org/wiki/Tadjikistan, 0,  2,  8,  54, 23, 0,  15, 49, 31,  2, 0, 184, 45071
fy,Tajikistan,https://fy.wikipedia.org/wiki/Tadzjikistan, 0,  0,  0,   6,  2, 0,   6, 23, 21,  1, 0,  59,  7345
gl,Tajikistan,https://gl.wikipedia.org/wiki/Taxiquist%C3%A1n, 0,  0,  2,  17, 14, 0,  13, 34, 19,  0, 0,  99, 24192
ka,Tajikistan,https://ka.wikipedia.org/wiki/%E1%83%A2%E1%83%90%E1%83%AF%E1%83%98%E1%83%99%E1%83%94%E1%83%97%E1%83%98, 0,  0,  1,  10,  4, 0,   4,  4,  4,  0, 0,  27, 12416
de,Tajikistan,https://de.wikipedia.org/wiki/Tadschikistan, 0,  0, 27,  83, 50, 0, 155,109, 34,  2, 0, 460, 60450
el,Tajikistan,https://el.wikipedia.org/wiki/%CE%A4%CE%B1%CF%84%CE%B6%CE%B9%CE%BA%CE%B9%CF%83%CF%84%CE%AC%CE%BD, 0,  0, 12,  65, 21,17,  46, 84, 12,  0, 0, 257,114986
gu,Tajikistan,https://gu.wikipedia.org/wiki/%E0%AA%A4%E0%AA%BE%E0%AA%9C%E0%AA%BF%E0%AA%95%E0%AA%BF%E0%AA%B8%E0%AB%8D%E0%AA%A4%E0%AA%BE%E0%AA%A8, 0,  0,  1,   7, 15, 0,   5,  4,  2,  0, 0,  34,  8147
ht,Tajikistan,https://ht.wikipedia.org/wiki/Tadjikistan, 0,  0,  1,   4,  1, 0,   3,  1,  2,  0, 0,  12,  4011
ha,Tajikistan,https://ha.wikipedia.org/wiki/Tajikistan, 0,  0,  0,   7,  9, 0,  18,  5,  2,  0, 0,  41,  6123
hi,Tajikistan,https://hi.wikipedia.org/wiki/%E0%A4%A4%E0%A4%BE%E0%A4%9C%E0%A4%BF%E0%A4%95%E0%A4%BF%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8, 0,  0,  7,  13,  8, 0,  14,  6,  1,  2, 0,  51, 13243
hu,Tajikistan,https://hu.wikipedia.org/wiki/T%C3%A1dzsikiszt%C3%A1n, 0,  0,  2,  22, 21, 0,  23, 31,  8,  2, 0, 109, 32828
is,Tajikistan,https://is.wikipedia.org/wiki/Tads%C3%ADkistan, 0,  0,  0,   0,  0, 0,   0,  0,  0,  0, 0,   0, 12307
id,Tajikistan,https://id.wikipedia.org/wiki/Tajikistan, 0,  0,  1,   9,  6, 0,  10,  7,  5,  0, 0,  38, 13878
ga,Tajikistan,https://ga.wikipedia.org/wiki/An_T%C3%A1ids%C3%ADceast%C3%A1in, 0,  0,  3,  19, 15, 0,  14, 21, 14,  0, 0,  86, 15326
it,Tajikistan,https://it.wikipedia.org/wiki/Tagikistan, 0,  0,  9,  29, 21, 2,  15, 29, 18,  0, 0, 123, 34293
ja,Tajikistan,https://ja.wikipedia.org/wiki/%E3%82%BF%E3%82%B8%E3%82%AD%E3%82%B9%E3%82%BF%E3%83%B3, 3,  0, 30, 153, 35, 0,  59,110, 17, 15, 0, 422, 26368
jw,Tajikistan,https://jv.wikipedia.org/wiki/Tajikistan, 0,  0,  0,   0,  5, 0,   1,  9,  1,  0, 0,  16,  6352
kn,Tajikistan,https://kn.wikipedia.org/wiki/%E0%B2%A4%E0%B2%9C%E0%B2%BF%E0%B2%95%E0%B2%BF%E0%B2%B8%E0%B3%8D%E0%B2%A4%E0%B2%BE%E0%B2%A8%E0%B3%8D, 0,  0,  0,   1,  4, 0,   3,  2,  0,  0, 0,  10, 13833
kk,Tajikistan,https://kk.wikipedia.org/wiki/%D0%A2%D3%99%D0%B6%D1%96%D0%BA%D1%81%D1%82%D0%B0%D0%BD, 0,  0,  3,  43, 25, 0,  62, 31,  8,  3, 0, 175, 30278
km,Tajikistan,https://km.wikipedia.org/wiki/%E1%9E%8F%E1%9E%B6%E1%9E%87%E1%9E%B8%E1%9E%82%E1%9E%B8%E1%9E%9F%E1%9F%92%E1%9E%90%E1%9E%B6%E1%9E%93, 0,  0, 11,   8,  1, 0,   0,  3,  0,  0, 0,  23,  8861
ko,Tajikistan,https://ko.wikipedia.org/wiki/%ED%83%80%EC%A7%80%ED%82%A4%EC%8A%A4%ED%83%84, 0,  0,  0,   7,  4, 1,   9,  6,  6,  0, 0,  33, 14363
ku,Tajikistan,https://ku.wikipedia.org/wiki/Tac%C3%AEkistan, 0,  0,  1,   2,  1, 0,   5,  2,  0,  0, 0,  11,  5742
ky,Tajikistan,https://ky.wikipedia.org/wiki/%D0%A2%D0%B0%D0%B6%D0%B8%D0%BA%D1%81%D1%82%D0%B0%D0%BD, 0,  0,  2,  24, 16, 0,  26, 39, 10,  2, 0, 119, 27011
la,Tajikistan,https://la.wikipedia.org/wiki/Tadzikistania, 0,  0,  5,   0,  3, 0,   7, 16,  2,  0, 0,  33,  8788
lv,Tajikistan,https://lv.wikipedia.org/wiki/Tad%C5%BEikist%C4%81na, 0,  0,  0,   2,  4, 0,   2,  1,  2,  1, 0,  12, 17265
lt,Tajikistan,https://lt.wikipedia.org/wiki/Tad%C5%BEikija, 0,  0,  0,   7,  5, 0,  11,  5,  7,  0, 0,  35, 16194
lb,Tajikistan,https://lb.wikipedia.org/wiki/Tadjikistan, 0,  2,  1,   5,  4, 0,   4,  3,  0,  0, 0,  19,  6739
mk,Tajikistan,https://mk.wikipedia.org/wiki/%D0%A2%D0%B0%D1%9F%D0%B8%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD, 0,  0,  0,   7,  1, 0,   8,  7,  1,  0, 0,  24, 17180
mg,Tajikistan,https://mg.wikipedia.org/wiki/Tajikist%C3%A0na, 0,  0,  1,  11,  2, 0,  11, 10,  2,  0, 0,  37,  6825
ms,Tajikistan,https://ms.wikipedia.org/wiki/Tajikistan, 0,  1,  4,  29,  6, 0,  19, 21,  3,  1, 0,  84, 22587
ml,Tajikistan,https://ml.wikipedia.org/wiki/%E0%B4%A4%E0%B4%BE%E0%B4%9C%E0%B4%BF%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B4%BF%E0%B4%B8%E0%B5%8D%E0%B4%A5%E0%B4%BE%E0%B5%BB, 0,  0,  0,   2,  1, 0,   1,  1,  1,  0, 0,   6,  7095
mt,Tajikistan,https://mt.wikipedia.org/wiki/Ta%C4%A1ikistan, 0,  0,  0,   2,  1, 0,   2,  3,  1,  0, 0,   9,  7676
mi,Tajikistan,https://mi.wikipedia.org/wiki/Tahikit%C4%81na, 0,  0,  3,   5,  1, 0,   7, 11,  0,  0, 0,  27,  4576
mr,Tajikistan,https://mr.wikipedia.org/wiki/%E0%A4%A4%E0%A4%BE%E0%A4%9C%E0%A4%BF%E0%A4%95%E0%A4%BF%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8, 0,  0,  2,  40, 13, 0,  12,  6,  7,  0, 0,  80, 14561
mn,Tajikistan,https://mn.wikipedia.org/wiki/%D0%A2%D0%B0%D0%B6%D0%B8%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD, 0,  0,  4,  18, 11, 2,  20, 22,  6,  4, 0,  87, 19795
my,Tajikistan,https://my.wikipedia.org/wiki/%E1%80%90%E1%80%AC%E1%80%82%E1%80%BB%E1%80%85%E1%80%BA%E1%80%80%E1%80%85%E1%80%B9%E1%80%85%E1%80%90%E1%80%94%E1%80%BA%E1%80%94%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%84%E1%80%B6, 0,  0, 11,  45, 15, 0,   7, 16,  5,  0, 0,  99,  7391
ne,Tajikistan,https://ne.wikipedia.org/wiki/%E0%A4%A4%E0%A4%BE%E0%A4%9C%E0%A4%95%E0%A4%BF%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8, 0,  1,  0,   1,  2, 0,   2,  6,  1,  0, 0,  13,  6948
no,Tajikistan,https://no.wikipedia.org/wiki/Tadsjikistan, 0,  0, 16,  19, 15, 0,  19, 29,  4,  0, 0, 102, 26468
ps,Tajikistan,https://ps.wikipedia.org/wiki/%D8%AA%D8%A7%D8%AC%D9%8A%DA%A9%D8%B3%D8%AA%D8%A7%D9%86, 0,  1,  2,  13, 20, 0,  13, 26,  2,  0, 0,  77, 15387
fa,Tajikistan,https://fa.wikipedia.org/wiki/%D8%AA%D8%A7%D8%AC%DB%8C%DA%A9%D8%B3%D8%AA%D8%A7%D9%86, 0,  1, 16, 129, 54, 0,  40, 69, 37,  1,14, 361, 66470
pl,Tajikistan,https://pl.wikipedia.org/wiki/Tad%C5%BCykistan, 0,  1,  3,  38,  6, 0,  59, 14,  1,  0, 0, 122, 28300
pt,Tajikistan,https://pt.wikipedia.org/wiki/Tajiquist%C3%A3o, 0,  0,  2,  21, 20, 0,   8, 15,  9,  2, 0,  77, 23607
pa,Tajikistan,https://pa.wikipedia.org/wiki/%E0%A8%A4%E0%A8%BE%E0%A8%9C%E0%A8%BF%E0%A8%95%E0%A8%BF%E0%A8%B8%E0%A8%A4%E0%A8%BE%E0%A8%A8, 0,  0,  4,  15,  7, 0,   6,  9,  1,  0, 0,  42,  7738
ro,Tajikistan,https://ro.wikipedia.org/wiki/Tadjikistan, 0,  0,  0,   5,  2, 0,   5,  4,  4,  0, 0,  20, 15307
ru,Tajikistan,https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%B4%D0%B6%D0%B8%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD, 1,624, 43, 482, 63,29, 640,299, 48,  1, 1,2231,105864
sm,Tajikistan,https://sm.wikipedia.org/wiki/Tasikisitani, 0,  0,  1,   0,  0, 0,   2,  2,  0,  0, 0,   5,  4105
gd,Tajikistan,https://gd.wikipedia.org/wiki/Taidigeast%C3%A0n, 0,  0,  0,   5,  3, 0,  12,  3,  0,  0, 0,  23,  7705
sr,Tajikistan,https://sr.wikipedia.org/wiki/%D0%A2%D0%B0%D1%9F%D0%B8%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD, 0,  1,  1,  11,  2, 0,  21, 11,  1,  0, 0,  48, 19277
sn,Tajikistan,https://sn.wikipedia.org/wiki/Tajikistan, 0,  0,  0,   0,  0, 0,   3,  1,  0,  0, 0,   4,  4327
sd,Tajikistan,https://sd.wikipedia.org/wiki/%D8%AA%D8%A7%D8%AC%DA%AA%D8%B3%D8%AA%D8%A7%D9%86, 0,  0,  0,   3,  3, 0,   1,  3,  2,  0, 0,  12,  4938
si,Tajikistan,https://si.wikipedia.org/wiki/%E0%B6%A7%E0%B6%A2%E0%B7%92%E0%B6%9A%E0%B7%92%E0%B7%83%E0%B7%8A%E0%B6%AE%E0%B7%8F%E0%B6%B1%E0%B6%BA, 0,  1,  0,   5,  1, 0,   2,  1,  1,  0, 0,  11,  7745
sk,Tajikistan,https://sk.wikipedia.org/wiki/Tad%C5%BEikistan, 0,  0,  2,   5,  3, 0,   4,  3,  0,  0, 0,  17, 13268
sl,Tajikistan,https://sl.wikipedia.org/wiki/Tad%C5%BEikistan, 0,  0,  0,   0,  0, 0,   3,  5,  2,  0, 0,  10,  9163
so,Tajikistan,https://so.wikipedia.org/wiki/Tadsjikistan, 0,  0,  1,   0,  2, 0,   0,  9,  0,  0, 0,  12,  5407
es,Tajikistan,https://es.wikipedia.org/wiki/Tayikist%C3%A1n, 0,  3,  8,  64, 44, 0,  21, 50, 16,  0, 0, 206, 55914
su,Tajikistan,https://su.wikipedia.org/wiki/Tajikistan, 0,  0,  0,   0,  5, 0,   1,  2,  1,  0, 0,   9,  7724
sw,Tajikistan,https://sw.wikipedia.org/wiki/Tajikistan, 0,  0,  1,   3,  6, 0,  11,  8,  4,  0, 0,  33,  8416
sv,Tajikistan,https://sv.wikipedia.org/wiki/Tadzjikistan, 0,  0,  2,  10,  7, 0,   6, 15,  5,  0, 0,  45, 21272
tg,Tajikistan,https://tg.wikipedia.org/wiki/%D0%A2%D0%BE%D2%B7%D0%B8%D0%BA%D0%B8%D1%81%D1%82%D0%BE%D0%BD, 0,  0,  3,  59, 26, 0,  71, 86, 25, 29, 4, 303, 86256
ta,Tajikistan,https://ta.wikipedia.org/wiki/%E0%AE%A4%E0%AE%9C%E0%AE%BF%E0%AE%95%E0%AE%BF%E0%AE%B8%E0%AF%8D%E0%AE%A4%E0%AE%BE%E0%AE%A9%E0%AF%8D, 0,  0,  0,   0,  1, 0,   5, 11,  1,  0, 0,  18, 11413
te,Tajikistan,https://te.wikipedia.org/wiki/%E0%B0%A4%E0%B0%9C%E0%B0%BF%E0%B0%95%E0%B0%BF%E0%B0%B8%E0%B1%8D%E0%B0%A4%E0%B0%BE%E0%B0%A8%E0%B1%8D, 0,  0,  0,  50, 10, 0,  15, 14,  2,  3, 0,  94, 56972
th,Tajikistan,https://th.wikipedia.org/wiki/%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%97%E0%B8%B2%E0%B8%88%E0%B8%B4%E0%B8%81%E0%B8%B4%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99, 0,  0, 12,  81, 76, 0, 102, 89,  8,  2, 1, 371, 21564
tr,Tajikistan,https://tr.wikipedia.org/wiki/Tacikistan, 1,  1,  7,  29, 27, 0,  28, 31, 22,  0, 0, 146, 39840
uk,Tajikistan,https://uk.wikipedia.org/wiki/%D0%A2%D0%B0%D0%B4%D0%B6%D0%B8%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD, 0,  1,  3,  15,  8, 0,  10, 18,  7,  2, 0,  64, 36504
ur,Tajikistan,https://ur.wikipedia.org/wiki/%D8%AA%D8%A7%D8%AC%DA%A9%D8%B3%D8%AA%D8%A7%D9%86, 0,  1,  4,  34, 23, 0,  24, 35,  6,  2, 0, 129, 17672
uz,Tajikistan,https://uz.wikipedia.org/wiki/Tojikiston, 0,  0,  7,  34, 22, 0,  22, 70, 18,  6, 1, 180, 46245
vi,Tajikistan,https://vi.wikipedia.org/wiki/Tajikistan, 1,  0,  8,  71, 22, 0,   7, 51,  6,  1, 0, 167, 28353
cy,Tajikistan,https://cy.wikipedia.org/wiki/Tajicistan, 0,  0,  0,   2,  1, 0,   2,  4,  0,  0, 0,   9,  7138
yi,Tajikistan,https://yi.wikipedia.org/wiki/%D7%98%D7%90%D7%93%D7%96%D7%A9%D7%99%D7%A7%D7%99%D7%A1%D7%98%D7%90%D7%9F, 0,  0,  0,   0,  1, 0,   0,  3,  0,  0, 0,   4,  5963
yo,Tajikistan,https://yo.wikipedia.org/wiki/Tajikistan, 0,  0,  3,  13,  8, 0,   2, 18,  3,  0, 0,  47,  7720
af,Tanzania,https://af.wikipedia.org/wiki/Tanzani%C3%AB, 0,  0,  7,  13,  7, 0,  44, 10, 18,  1, 0, 100, 29936
sq,Tanzania,https://sq.wikipedia.org/wiki/Tanzania, 0,  0,  0,   5,  2, 0,   5,  9,  2,  0, 0,  23, 10128
am,Tanzania,https://am.wikipedia.org/wiki/%E1%89%B3%E1%8A%95%E1%8B%9B%E1%8A%92%E1%8B%AB, 0,  0,  1,   0,  2, 0,   2,  9,  1,  0, 0,  15,  5918
