"lang","co","link"
"it","Portugal","https://it.wikipedia.org/wiki/Portogallo"
"ja","Portugal","https://ja.wikipedia.org/wiki/%E3%83%9D%E3%83%AB%E3%83%88%E3%82%AC%E3%83%AB"
"jw","Portugal","https://jv.wikipedia.org/wiki/Portegal"
"kn","Portugal","https://kn.wikipedia.org/wiki/%E0%B2%AA%E0%B3%8B%E0%B2%B0%E0%B3%8D%E0%B2%9A%E0%B3%81%E0%B2%97%E0%B2%B2%E0%B3%8D"
"kk","Portugal","https://kk.wikipedia.org/wiki/%D0%9F%D0%BE%D1%80%D1%82%D1%83%D0%B3%D0%B0%D0%BB%D0%B8%D1%8F"
"km","Portugal","https://km.wikipedia.org/wiki/%E1%9E%96%E1%9F%90%E1%9E%9A%E1%9E%91%E1%9E%BB%E1%9E%99%E1%9E%80%E1%9E%B6%E1%9E%9B%E1%9F%8B"
"ko","Portugal","https://ko.wikipedia.org/wiki/%ED%8F%AC%EB%A5%B4%ED%88%AC%EA%B0%88"
"ku","Portugal","https://ku.wikipedia.org/wiki/Port%C3%BBgal"
"ky","Portugal","https://ky.wikipedia.org/wiki/%D0%9F%D0%BE%D1%80%D1%82%D1%83%D0%B3%D0%B0%D0%BB%D0%B8%D1%8F"
"lo","Portugal","https://lo.wikipedia.org/wiki/%E0%BA%9B%E0%BA%B0%E0%BB%80%E0%BA%97%E0%BA%94%E0%BA%9B%E0%BA%AD%E0%BA%81%E0%BA%95%E0%BA%B8%E0%BA%8D%E0%BA%81%E0%BA%B2%E0%BA%99"
"la","Portugal","https://la.wikipedia.org/wiki/Portugallia"
"lv","Portugal","https://lv.wikipedia.org/wiki/Portug%C4%81le"
"lt","Portugal","https://lt.wikipedia.org/wiki/Portugalija"
"lb","Portugal","https://lb.wikipedia.org/wiki/Portugal"
"mk","Portugal","https://mk.wikipedia.org/wiki/%D0%9F%D0%BE%D1%80%D1%82%D1%83%D0%B3%D0%B0%D0%BB%D0%B8%D1%98%D0%B0"
"mg","Portugal","https://mg.wikipedia.org/wiki/P%C3%B4rtogaly"
"ms","Portugal","https://ms.wikipedia.org/wiki/Portugal"
"ml","Portugal","https://ml.wikipedia.org/wiki/%E0%B4%AA%E0%B5%8B%E0%B5%BC%E0%B4%9A%E0%B5%8D%E0%B4%9A%E0%B5%81%E0%B4%97%E0%B5%BD"
"mt","Portugal","https://mt.wikipedia.org/wiki/Portugall"
"mi","Portugal","https://mi.wikipedia.org/wiki/Potukara"
"mr","Portugal","https://mr.wikipedia.org/wiki/%E0%A4%AA%E0%A5%8B%E0%A4%B0%E0%A5%8D%E0%A4%A4%E0%A5%81%E0%A4%97%E0%A4%BE%E0%A4%B2"
"mn","Portugal","https://mn.wikipedia.org/wiki/%D0%9F%D0%BE%D1%80%D1%82%D1%83%D0%B3%D0%B0%D0%BB"
"my","Portugal","https://my.wikipedia.org/wiki/%E1%80%95%E1%80%B1%E1%80%AB%E1%80%BA%E1%80%90%E1%80%B0%E1%80%82%E1%80%AE%E1%80%94%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%84%E1%80%B6"
"ne","Portugal","https://ne.wikipedia.org/wiki/%E0%A4%AA%E0%A5%8B%E0%A4%B0%E0%A5%8D%E0%A4%9A%E0%A5%81%E0%A4%97%E0%A4%B2"
"no","Portugal","https://no.wikipedia.org/wiki/Portugal"
"ps","Portugal","https://ps.wikipedia.org/wiki/%D9%BE%D8%B1%D8%AA%DA%AB%D8%A7%D9%84"
"fa","Portugal","https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D8%AA%D8%BA%D8%A7%D9%84"
"pl","Portugal","https://pl.wikipedia.org/wiki/Portugalia"
"pt","Portugal","https://pt.wikipedia.org/wiki/Portugal"
"pa","Portugal","https://pa.wikipedia.org/wiki/%E0%A8%AA%E0%A9%81%E0%A8%B0%E0%A8%A4%E0%A8%97%E0%A8%BE%E0%A8%B2"
"ro","Portugal","https://ro.wikipedia.org/wiki/Portugalia"
"ru","Portugal","https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%80%D1%82%D1%83%D0%B3%D0%B0%D0%BB%D0%B8%D1%8F"
"sm","Portugal","https://sm.wikipedia.org/wiki/Potukale"
"gd","Portugal","https://gd.wikipedia.org/wiki/A%27_Phortagail"
"sr","Portugal","https://sr.wikipedia.org/wiki/%D0%9F%D0%BE%D1%80%D1%82%D1%83%D0%B3%D0%B0%D0%BB%D0%B8%D1%98%D0%B0"
"st","Portugal","https://st.wikipedia.org/wiki/Portugal"
"sn","Portugal","https://sn.wikipedia.org/wiki/Putugaro"
"sd","Portugal","https://sd.wikipedia.org/wiki/%D9%BE%D9%88%D8%B1%DA%86%D9%88%DA%AF%D8%A7%D9%84"
"si","Portugal","https://si.wikipedia.org/wiki/%E0%B6%B4%E0%B7%98%E0%B6%AD%E0%B7%94%E0%B6%9C%E0%B7%8F%E0%B6%BD%E0%B6%BA"
"sk","Portugal","https://sk.wikipedia.org/wiki/Portugalsko"
"sl","Portugal","https://sl.wikipedia.org/wiki/Portugalska"
"so","Portugal","https://so.wikipedia.org/wiki/Burtuqaal"
"es","Portugal","https://es.wikipedia.org/wiki/Portugal"
"su","Portugal","https://su.wikipedia.org/wiki/Portugal"
"sw","Portugal","https://sw.wikipedia.org/wiki/Ureno"
"sv","Portugal","https://sv.wikipedia.org/wiki/Portugal"
"tg","Portugal","https://tg.wikipedia.org/wiki/%D0%9F%D0%BE%D1%80%D1%82%D1%83%D0%B3%D0%B0%D0%BB%D0%B8%D1%8F"
"ta","Portugal","https://ta.wikipedia.org/wiki/%E0%AE%AA%E0%AF%8B%E0%AE%B0%E0%AF%8D%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AF%81%E0%AE%95%E0%AE%B2%E0%AF%8D"
"te","Portugal","https://te.wikipedia.org/wiki/%E0%B0%AA%E0%B1%8B%E0%B0%B0%E0%B1%8D%E0%B0%9A%E0%B1%81%E0%B0%97%E0%B0%B2%E0%B1%8D"
"th","Portugal","https://th.wikipedia.org/wiki/%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B8%95%E0%B8%B8%E0%B9%80%E0%B8%81%E0%B8%AA"
"tr","Portugal","https://tr.wikipedia.org/wiki/Portekiz"
"uk","Portugal","https://uk.wikipedia.org/wiki/%D0%9F%D0%BE%D1%80%D1%82%D1%83%D0%B3%D0%B0%D0%BB%D1%96%D1%8F"
"ur","Portugal","https://ur.wikipedia.org/wiki/%D9%BE%D8%B1%D8%AA%DA%AF%D8%A7%D9%84"
"uz","Portugal","https://uz.wikipedia.org/wiki/Portugaliya"
"vi","Portugal","https://vi.wikipedia.org/wiki/B%E1%BB%93_%C4%90%C3%A0o_Nha"
"cy","Portugal","https://cy.wikipedia.org/wiki/Portiwgal"
"yi","Portugal","https://yi.wikipedia.org/wiki/%D7%A4%D7%90%D7%A8%D7%98%D7%95%D7%92%D7%90%D7%9C"
"yo","Portugal","https://yo.wikipedia.org/wiki/P%E1%BB%8D%CC%81rt%C3%BAg%C3%A0l"
"zu","Portugal","https://zu.wikipedia.org/wiki/IPhothugali"
"af","Qatar","https://af.wikipedia.org/wiki/Katar"
"sq","Qatar","https://sq.wikipedia.org/wiki/Katari"
"am","Qatar","https://am.wikipedia.org/wiki/%E1%8A%B3%E1%89%B3%E1%88%AD"
"ar","Qatar","https://ar.wikipedia.org/wiki/%D9%82%D8%B7%D8%B1"
"hy","Qatar","https://hy.wikipedia.org/wiki/%D4%BF%D5%A1%D5%BF%D5%A1%D6%80"
"az","Qatar","https://az.wikipedia.org/wiki/Q%C9%99t%C9%99r"
"eu","Qatar","https://eu.wikipedia.org/wiki/Qatar"
"be","Qatar","https://be.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B0%D1%80"
"bn","Qatar","https://bn.wikipedia.org/wiki/%E0%A6%95%E0%A6%BE%E0%A6%A4%E0%A6%BE%E0%A6%B0"
"bs","Qatar","https://bs.wikipedia.org/wiki/Katar"
"bg","Qatar","https://bg.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B0%D1%80"
"ca","Qatar","https://ca.wikipedia.org/wiki/Qatar"
"ceb","Qatar","https://ceb.wikipedia.org/wiki/Katar"
"zh","Qatar","https://zh.wikipedia.org/wiki/%E5%8D%A1%E5%A1%94%E5%B0%94"
"zh-TW","Qatar","https://zh-classical.wikipedia.org/wiki/%E5%8D%A1%E9%81%94"
"hr","Qatar","https://hr.wikipedia.org/wiki/Katar"
"cs","Qatar","https://cs.wikipedia.org/wiki/Katar"
"da","Qatar","https://da.wikipedia.org/wiki/Qatar"
"nl","Qatar","https://nl.wikipedia.org/wiki/Qatar"
"en","Qatar","https://en.wikipedia.org/wiki/Qatar"
"eo","Qatar","https://eo.wikipedia.org/wiki/Kataro"
"et","Qatar","https://et.wikipedia.org/wiki/Katar"
"tl","Qatar","https://tl.wikipedia.org/wiki/Qatar"
"fi","Qatar","https://fi.wikipedia.org/wiki/Qatar"
"fr","Qatar","https://fr.wikipedia.org/wiki/Qatar"
"fy","Qatar","https://fy.wikipedia.org/wiki/Katar"
"gl","Qatar","https://gl.wikipedia.org/wiki/Qatar"
"ka","Qatar","https://ka.wikipedia.org/wiki/%E1%83%99%E1%83%90%E1%83%A2%E1%83%90%E1%83%A0%E1%83%98"
"de","Qatar","https://de.wikipedia.org/wiki/Katar"
"el","Qatar","https://el.wikipedia.org/wiki/%CE%9A%CE%B1%CF%84%CE%AC%CF%81"
"gu","Qatar","https://gu.wikipedia.org/wiki/%E0%AA%95%E0%AA%A4%E0%AA%BE%E0%AA%B0_(%E0%AA%85%E0%AA%B0%E0%AA%AC%E0%AA%B8%E0%AB%8D%E0%AA%A4%E0%AA%BE%E0%AA%A8)"
"ht","Qatar","https://ht.wikipedia.org/wiki/Kata"
"ha","Qatar","https://ha.wikipedia.org/wiki/Qatar"
"haw","Qatar","https://haw.wikipedia.org/wiki/Katala"
"hi","Qatar","https://hi.wikipedia.org/wiki/%E0%A4%95%E0%A4%BC%E0%A4%A4%E0%A4%B0"
"hu","Qatar","https://hu.wikipedia.org/wiki/Katar"
"is","Qatar","https://is.wikipedia.org/wiki/Katar"
"ig","Qatar","https://ig.wikipedia.org/wiki/Qatar"
"id","Qatar","https://id.wikipedia.org/wiki/Qatar"
"ga","Qatar","https://ga.wikipedia.org/wiki/Catar"
"it","Qatar","https://it.wikipedia.org/wiki/Qatar"
"ja","Qatar","https://ja.wikipedia.org/wiki/%E3%82%AB%E3%82%BF%E3%83%BC%E3%83%AB"
"jw","Qatar","https://jv.wikipedia.org/wiki/Qatar"
"kn","Qatar","https://kn.wikipedia.org/wiki/%E0%B2%95%E0%B2%9F%E0%B2%BE%E0%B2%B0%E0%B3%8D"
"kk","Qatar","https://kk.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B0%D1%80"
"km","Qatar","https://km.wikipedia.org/wiki/%E1%9E%80%E1%9E%B6%E1%9E%8F%E1%9E%B6"
"ko","Qatar","https://ko.wikipedia.org/wiki/%EC%B9%B4%ED%83%80%EB%A5%B4"
"ku","Qatar","https://ku.wikipedia.org/wiki/Qeter"
"ky","Qatar","https://ky.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B0%D1%80"
"la","Qatar","https://la.wikipedia.org/wiki/Quataria"
"lv","Qatar","https://lv.wikipedia.org/wiki/Katara"
"lt","Qatar","https://lt.wikipedia.org/wiki/Kataras"
"lb","Qatar","https://lb.wikipedia.org/wiki/Katar"
"mk","Qatar","https://mk.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B0%D1%80"
"mg","Qatar","https://mg.wikipedia.org/wiki/Katara"
"ms","Qatar","https://ms.wikipedia.org/wiki/Qatar"
"ml","Qatar","https://ml.wikipedia.org/wiki/%E0%B4%96%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%BC"
"mt","Qatar","https://mt.wikipedia.org/wiki/Qatar"
"mi","Qatar","https://mi.wikipedia.org/wiki/Kat%C4%81"
"mr","Qatar","https://mr.wikipedia.org/wiki/%E0%A4%95%E0%A4%A4%E0%A4%BE%E0%A4%B0"
"mn","Qatar","https://mn.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B0%D1%80"
"my","Qatar","https://my.wikipedia.org/wiki/%E1%80%80%E1%80%AC%E1%80%90%E1%80%AC%E1%80%94%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%84%E1%80%B6"
"ne","Qatar","https://ne.wikipedia.org/wiki/%E0%A4%95%E0%A4%A4%E0%A4%BE%E0%A4%B0"
"no","Qatar","https://no.wikipedia.org/wiki/Qatar"
"ps","Qatar","https://ps.wikipedia.org/wiki/%D9%82%D8%B7%D8%B1"
"fa","Qatar","https://fa.wikipedia.org/wiki/%D9%82%D8%B7%D8%B1"
"pl","Qatar","https://pl.wikipedia.org/wiki/Katar"
"pt","Qatar","https://pt.wikipedia.org/wiki/Catar"
"pa","Qatar","https://pa.wikipedia.org/wiki/%E0%A8%95%E0%A8%A4%E0%A8%B0"
"ro","Qatar","https://ro.wikipedia.org/wiki/Qatar"
"ru","Qatar","https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B0%D1%80"
"sm","Qatar","https://sm.wikipedia.org/wiki/Kata"
"gd","Qatar","https://gd.wikipedia.org/wiki/Catar"
"sr","Qatar","https://sr.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B0%D1%80"
"sn","Qatar","https://sn.wikipedia.org/wiki/Qatar"
"sd","Qatar","https://sd.wikipedia.org/wiki/%D9%82%D8%B7%D8%B1"
"si","Qatar","https://si.wikipedia.org/wiki/%E0%B6%9A%E0%B7%8F%E0%B6%A7%E0%B7%8F%E0%B6%BB%E0%B7%8A"
"sk","Qatar","https://sk.wikipedia.org/wiki/Katar_(%C5%A1t%C3%A1t)"
"sl","Qatar","https://sl.wikipedia.org/wiki/Katar"
"so","Qatar","https://so.wikipedia.org/wiki/Qatar"
"es","Qatar","https://es.wikipedia.org/wiki/Catar"
"su","Qatar","https://su.wikipedia.org/wiki/Qatar"
"sw","Qatar","https://sw.wikipedia.org/wiki/Qatar"
"sv","Qatar","https://sv.wikipedia.org/wiki/Qatar"
"tg","Qatar","https://tg.wikipedia.org/wiki/%D2%9A%D0%B0%D1%82%D0%B0%D1%80"
"ta","Qatar","https://ta.wikipedia.org/wiki/%E0%AE%95%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%BE%E0%AE%B0%E0%AF%8D"
"te","Qatar","https://te.wikipedia.org/wiki/%E0%B0%96%E0%B0%A4%E0%B0%BE%E0%B0%B0%E0%B1%8D"
"th","Qatar","https://th.wikipedia.org/wiki/%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%81%E0%B8%B2%E0%B8%95%E0%B8%B2%E0%B8%A3%E0%B9%8C"
"tr","Qatar","https://tr.wikipedia.org/wiki/Katar"
"uk","Qatar","https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B0%D1%80"
"ur","Qatar","https://ur.wikipedia.org/wiki/%D9%82%D8%B7%D8%B1"
"uz","Qatar","https://uz.wikipedia.org/wiki/Qatar"
"vi","Qatar","https://vi.wikipedia.org/wiki/Qatar"
"cy","Qatar","https://cy.wikipedia.org/wiki/Qatar"
"yi","Qatar","https://yi.wikipedia.org/wiki/%D7%A7%D7%90%D7%98%D7%90%D7%A8"
"yo","Qatar","https://yo.wikipedia.org/wiki/Katar"
"af","Republic of Ireland","https://af.wikipedia.org/wiki/Republiek_Ierland"
"sq","Republic of Ireland","https://sq.wikipedia.org/wiki/Republika_e_Irland%C3%ABs"
"am","Republic of Ireland","https://am.wikipedia.org/wiki/%E1%8A%A0%E1%8B%A8%E1%88%AD%E1%88%8B%E1%8A%95%E1%8B%B5_%E1%88%AA%E1%8D%90%E1%89%A5%E1%88%8A%E1%8A%AD"
"ar","Republic of Ireland","https://ar.wikipedia.org/wiki/%D8%AC%D9%85%D9%87%D9%88%D8%B1%D9%8A%D8%A9_%D8%A3%D9%8A%D8%B1%D9%84%D9%86%D8%AF%D8%A7"
"hy","Republic of Ireland","https://hy.wikipedia.org/wiki/%D4%BB%D5%BC%D5%AC%D5%A1%D5%B6%D5%A4%D5%AB%D5%A1"
"az","Republic of Ireland","https://az.wikipedia.org/wiki/%C4%B0rlandiya"
"eu","Republic of Ireland","https://eu.wikipedia.org/wiki/Irlanda_(estatua)"
"be","Republic of Ireland","https://be.wikipedia.org/wiki/%D0%86%D1%80%D0%BB%D0%B0%D0%BD%D0%B4%D1%8B%D1%8F"
"bn","Republic of Ireland","https://bn.wikipedia.org/wiki/%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%9C%E0%A6%BE%E0%A6%A4%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A7%80_%E0%A6%86%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%B0%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A1"
"bs","Republic of Ireland","https://bs.wikipedia.org/wiki/Irska"
"bg","Republic of Ireland","https://bg.wikipedia.org/wiki/%D0%98%D1%80%D0%BB%D0%B0%D0%BD%D0%B4%D0%B8%D1%8F"
"ca","Republic of Ireland","https://ca.wikipedia.org/wiki/Rep%C3%BAblica_d%27Irlanda"
"ceb","Republic of Ireland","https://ceb.wikipedia.org/wiki/Irland"
"zh","Republic of Ireland","https://zh.wikipedia.org/wiki/%E7%88%B1%E5%B0%94%E5%85%B0"
"zh-TW","Republic of Ireland","https://zh-classical.wikipedia.org/wiki/%E6%84%9B%E7%88%BE%E8%98%AD%E5%85%B1%E5%92%8C%E5%9C%8B"
"co","Republic of Ireland","https://co.wikipedia.org/wiki/Irlanda"
"hr","Republic of Ireland","https://hr.wikipedia.org/wiki/Irska"
"cs","Republic of Ireland","https://cs.wikipedia.org/wiki/Irsko"
"da","Republic of Ireland","https://da.wikipedia.org/wiki/Irland"
"nl","Republic of Ireland","https://nl.wikipedia.org/wiki/Ierland_(land)"
"en","Republic of Ireland","https://en.wikipedia.org/wiki/Republic_of_Ireland"
"eo","Republic of Ireland","https://eo.wikipedia.org/wiki/Irlando"
"et","Republic of Ireland","https://et.wikipedia.org/wiki/Iirimaa"
"tl","Republic of Ireland","https://tl.wikipedia.org/wiki/Republika_ng_Irlanda"
"fi","Republic of Ireland","https://fi.wikipedia.org/wiki/Irlanti"
"fr","Republic of Ireland","https://fr.wikipedia.org/wiki/Irlande_(pays)"
"fy","Republic of Ireland","https://fy.wikipedia.org/wiki/Ierl%C3%A2n"
"gl","Republic of Ireland","https://gl.wikipedia.org/wiki/Irlanda"
"ka","Republic of Ireland","https://ka.wikipedia.org/wiki/%E1%83%98%E1%83%A0%E1%83%9A%E1%83%90%E1%83%9C%E1%83%93%E1%83%98%E1%83%90"
"de","Republic of Ireland","https://de.wikipedia.org/wiki/Irland"
"el","Republic of Ireland","https://el.wikipedia.org/wiki/%CE%94%CE%B7%CE%BC%CE%BF%CE%BA%CF%81%CE%B1%CF%84%CE%AF%CE%B1_%CF%84%CE%B7%CF%82_%CE%99%CF%81%CE%BB%CE%B1%CE%BD%CE%B4%CE%AF%CE%B1%CF%82"
"ht","Republic of Ireland","https://ht.wikipedia.org/wiki/Ilann"
"ha","Republic of Ireland","https://ha.wikipedia.org/wiki/Ayilan_(%C6%99asa)"
"haw","Republic of Ireland","https://haw.wikipedia.org/wiki/Ilelani"
"hi","Republic of Ireland","https://hi.wikipedia.org/wiki/%E0%A4%86%E0%A4%AF%E0%A4%B0%E0%A4%B2%E0%A5%88%E0%A4%A3%E0%A5%8D%E0%A4%A1_%E0%A4%97%E0%A4%A3%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A5%8D%E0%A4%AF"
"hu","Republic of Ireland","https://hu.wikipedia.org/wiki/%C3%8Drorsz%C3%A1g"
"is","Republic of Ireland","https://is.wikipedia.org/wiki/%C3%8Drska_l%C3%BD%C3%B0veldi%C3%B0"
"ig","Republic of Ireland","https://ig.wikipedia.org/wiki/Ireland"
"id","Republic of Ireland","https://id.wikipedia.org/wiki/Republik_Irlandia"
"ga","Republic of Ireland","https://ga.wikipedia.org/wiki/Poblacht_na_h%C3%89ireann"
"it","Republic of Ireland","https://it.wikipedia.org/wiki/Irlanda"
"ja","Republic of Ireland","https://ja.wikipedia.org/wiki/%E3%82%A2%E3%82%A4%E3%83%AB%E3%83%A9%E3%83%B3%E3%83%89"
"jw","Republic of Ireland","https://jv.wikipedia.org/wiki/R%C3%A9publik_Irlan"
"kn","Republic of Ireland","https://kn.wikipedia.org/wiki/%E0%B2%90%E0%B2%B0%E0%B3%8D%E0%B2%B2%E0%B3%86%E0%B2%82%E0%B2%A1%E0%B3%8D%E2%80%8C_%E0%B2%97%E0%B2%A3%E0%B2%B0%E0%B2%BE%E0%B2%9C%E0%B3%8D%E0%B2%AF"
"kk","Republic of Ireland","https://kk.wikipedia.org/wiki/%D0%98%D1%80%D0%BB%D0%B0%D0%BD%D0%B4%D0%B8%D1%8F"
"km","Republic of Ireland","https://km.wikipedia.org/wiki/%E1%9E%A2%E1%9F%80%E1%9E%9A%E1%9E%A1%E1%9E%84%E1%9F%8B"
"ko","Republic of Ireland","https://ko.wikipedia.org/wiki/%EC%95%84%EC%9D%BC%EB%9E%9C%EB%93%9C"
"ku","Republic of Ireland","https://ku.wikipedia.org/wiki/Komara_%C3%8Erlenday%C3%AA"
"ky","Republic of Ireland","https://ky.wikipedia.org/wiki/%D0%98%D1%80%D0%BB%D0%B0%D0%BD%D0%B4%D0%B8%D1%8F"
"lo","Republic of Ireland","https://lo.wikipedia.org/wiki/%E0%BA%9B%E0%BA%B0%E0%BB%80%E0%BA%97%E0%BA%94%E0%BB%84%E0%BA%AD%E0%BA%A3%E0%BB%8C%E0%BB%81%E0%BA%A5%E0%BA%99%E0%BA%94%E0%BB%8C"
"la","Republic of Ireland","https://la.wikipedia.org/wiki/Hibernia_(res_publica)"
"lv","Republic of Ireland","https://lv.wikipedia.org/wiki/%C4%AArija"
"lt","Republic of Ireland","https://lt.wikipedia.org/wiki/Airija"
"lb","Republic of Ireland","https://lb.wikipedia.org/wiki/Irland"
"mk","Republic of Ireland","https://mk.wikipedia.org/wiki/%D0%98%D1%80%D1%81%D0%BA%D0%B0"
"mg","Republic of Ireland","https://mg.wikipedia.org/wiki/Irlanda"
"ms","Republic of Ireland","https://ms.wikipedia.org/wiki/Republik_Ireland"
"ml","Republic of Ireland","https://ml.wikipedia.org/wiki/%E0%B4%B1%E0%B4%BF%E0%B4%AA%E0%B5%8D%E0%B4%AA%E0%B4%AC%E0%B5%8D%E0%B4%B2%E0%B4%BF%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B5%8D_%E0%B4%93%E0%B4%AB%E0%B5%8D_%E0%B4%85%E0%B4%AF%E0%B5%BC%E0%B4%B2%E0%B4%A3%E0%B5%8D%E0%B4%9F%E0%B5%8D"
"mt","Republic of Ireland","https://mt.wikipedia.org/wiki/Repubblika_tal-Irlanda"
"mi","Republic of Ireland","https://mi.wikipedia.org/wiki/Airangi"
"mr","Republic of Ireland","https://mr.wikipedia.org/wiki/%E0%A4%86%E0%A4%AF%E0%A4%B0%E0%A5%8D%E0%A4%B2%E0%A4%82%E0%A4%A1%E0%A4%9A%E0%A5%87_%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%9C%E0%A4%BE%E0%A4%B8%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%95"
"mn","Republic of Ireland","https://mn.wikipedia.org/wiki/%D0%98%D1%80%D0%BB%D0%B0%D0%BD%D0%B4"
"my","Republic of Ireland","https://my.wikipedia.org/wiki/%E1%80%A1%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%9A%E1%80%AC%E1%80%9C%E1%80%94%E1%80%BA%E1%80%94%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%84%E1%80%B6"
"ne","Republic of Ireland","https://ne.wikipedia.org/wiki/%E0%A4%97%E0%A4%A3%E0%A4%A4%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0_%E0%A4%86%E0%A4%AF%E0%A4%B0%E0%A4%B2%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A1"
"no","Republic of Ireland","https://no.wikipedia.org/wiki/Irland"
"ps","Republic of Ireland","https://ps.wikipedia.org/wiki/%D8%A2%DB%8C%D8%B1%D9%84%D9%86%DA%89"
"fa","Republic of Ireland","https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%DB%8C%D8%B1%D9%84%D9%86%D8%AF"
"pl","Republic of Ireland","https://pl.wikipedia.org/wiki/Irlandia"
"pt","Republic of Ireland","https://pt.wikipedia.org/wiki/Irlanda"
"pa","Republic of Ireland","https://pa.wikipedia.org/wiki/%E0%A8%86%E0%A8%87%E0%A8%B0%E0%A8%B2%E0%A9%88%E0%A8%82%E0%A8%A1_%E0%A8%97%E0%A8%A3%E0%A8%B0%E0%A8%BE%E0%A8%9C"
"ro","Republic of Ireland","https://ro.wikipedia.org/wiki/Irlanda"
"ru","Republic of Ireland","https://ru.wikipedia.org/wiki/%D0%98%D1%80%D0%BB%D0%B0%D0%BD%D0%B4%D0%B8%D1%8F"
"sm","Republic of Ireland","https://sm.wikipedia.org/wiki/Ripapelika_o_Aialani"
"gd","Republic of Ireland","https://gd.wikipedia.org/wiki/Poblachd_na_h-%C3%88ireann"
"sr","Republic of Ireland","https://sr.wikipedia.org/wiki/%D0%A0%D0%B5%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0_%D0%98%D1%80%D1%81%D0%BA%D0%B0"
"sn","Republic of Ireland","https://sn.wikipedia.org/wiki/Yerelendi"
"sd","Republic of Ireland","https://sd.wikipedia.org/wiki/%D8%AC%D9%85%DA%BE%D9%88%D8%B1%D9%8A%D8%A7_%D8%A2%D8%A6%D8%B1%D9%84%D9%8A%D9%86%DA%8A"
"si","Republic of Ireland","https://si.wikipedia.org/wiki/%E0%B6%85%E0%B6%BA%E0%B6%BB%E0%B7%8A%E0%B6%BD%E0%B6%B1%E0%B7%8A%E0%B6%AD%E0%B6%BA"
"sk","Republic of Ireland","https://sk.wikipedia.org/wiki/%C3%8Drsko"
"sl","Republic of Ireland","https://sl.wikipedia.org/wiki/Irska"
"so","Republic of Ireland","https://so.wikipedia.org/wiki/Ayrland"
"es","Republic of Ireland","https://es.wikipedia.org/wiki/Irlanda"
"sw","Republic of Ireland","https://sw.wikipedia.org/wiki/Eire"
"sv","Republic of Ireland","https://sv.wikipedia.org/wiki/Irland"
"tg","Republic of Ireland","https://tg.wikipedia.org/wiki/%D2%B6%D1%83%D0%BC%D2%B3%D1%83%D1%80%D0%B8%D0%B8_%D0%98%D1%80%D0%BB%D0%B0%D0%BD%D0%B4"
"ta","Republic of Ireland","https://ta.wikipedia.org/wiki/%E0%AE%85%E0%AE%AF%E0%AE%B0%E0%AF%8D%E0%AE%B2%E0%AE%BE%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AF%81_%E0%AE%95%E0%AF%81%E0%AE%9F%E0%AE%BF%E0%AE%AF%E0%AE%B0%E0%AE%9A%E0%AF%81"
